Roll_No,Gender,Race_Ethnicity,Parental_Level_Of_Education,Lunch,Test_Preparation_Course,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade _,Eligibility,Percentage,Rank ,,Subject,Centum Count
Std-3593,Male,Group E,Bachelor'S Degree,1,1,71,62,83,53,269,B,Eligible,67.25,4839,,,
Std-3592,Male,Group D,High School,0,0,86,46,95,70,297,B,Eligible,74.25,2266,,,
Std-3591,Male,Group B,High School,1,0,36,69,29,37,171,D,Not Eligible,42.75,9805,,,
Std-3590,Male,Group D,High School,0,1,70,58,66,55,249,C,Eligible,62.25,6567,,,
Std-359,Male,Group C,High School,0,0,86,66,43,12,207,C,Eligible,51.75,9008,,,
Std-3589,Male,Group A,Associate'S Degree,0,0,72,73,72,46,263,B,Eligible,65.75,5373,,,
Std-3588,Male,Group B,Bachelor'S Degree,1,0,40,58,57,91,246,C,Eligible,61.5,6814,,,
Std-3587,Male,Group C,Bachelor'S Degree,1,1,78,90,86,89,343,A,Eligible,85.75,198,,,
Std-3586,Male,Group D,Associate'S Degree,0,1,52,69,68,50,239,C,Eligible,59.75,7336,,,
Std-3585,Male,Group B,Some High School,1,0,41,89,58,47,235,C,Eligible,58.75,7627,,,
Std-3584,Male,Group A,Some College,0,1,15,74,79,73,241,C,Eligible,60.25,7197,,,
Std-3583,Male,Group E,High School,0,0,30,54,74,68,226,C,Eligible,56.5,8156,,,
Std-3582,Male,Group A,Associate'S Degree,0,1,46,59,25,29,159,D,Not Eligible,39.75,9904,,,
Std-3581,Male,Group D,Some High School,0,0,71,93,32,52,248,C,Eligible,62,6641,,,
Std-3580,Male,Group A,Bachelor'S Degree,1,0,47,82,86,85,300,B,Eligible,75,2035,,,
Std-358,Male,Group D,Some College,0,0,28,75,30,32,165,D,Not Eligible,41.25,9864,,,
Std-3579,Male,Group B,High School,1,0,96,90,55,83,324,A,Eligible,81,688,,,
Std-3578,Male,Group A,Some College,1,1,88,68,76,88,320,A,Eligible,80,850,,,
Std-3577,Male,Group E,Master'S Degree,1,0,20,74,68,60,222,C,Eligible,55.5,8375,,,
Std-3576,Male,Group D,Some College,0,0,43,36,72,35,186,D,Not Eligible,46.5,9583,,,
Std-3575,Male,Group D,Some College,0,1,82,89,59,67,297,B,Eligible,74.25,2266,,,
Std-3574,Male,Group B,Bachelor'S Degree,1,1,46,65,63,37,211,C,Eligible,52.75,8884,,,
Std-3573,Male,Group E,Bachelor'S Degree,1,0,36,78,75,52,241,C,Eligible,60.25,7197,,,
Std-3572,Male,Group D,Some College,0,0,99,83,99,62,343,A,Eligible,85.75,198,,,
Std-3571,Male,Group C,Master'S Degree,1,0,60,17,76,82,235,C,Eligible,58.75,7627,,,
Std-3570,Male,Group D,Some College,1,0,58,70,56,89,273,B,Eligible,68.25,4466,,,
Std-357,Male,Group B,Some College,1,0,52,76,68,59,255,B,Eligible,63.75,6070,,,
Std-3569,Male,Group E,Bachelor'S Degree,0,0,65,55,34,71,225,C,Eligible,56.25,8211,,,
Std-3568,Male,Group C,Associate'S Degree,1,0,34,80,49,44,207,C,Eligible,51.75,9008,,,
Std-3567,Male,Group B,Some College,1,0,87,75,45,78,285,B,Eligible,71.25,3320,,,
Std-3566,Male,Group C,Associate'S Degree,0,1,67,17,54,90,228,C,Eligible,57,8042,,,
Std-3565,Male,Group C,Some College,0,1,73,65,83,68,289,B,Eligible,72.25,2964,,,
Std-3564,Male,Group C,Associate'S Degree,0,0,63,91,100,97,351,A,Eligible,87.75,100,,,
Std-3563,Male,Group B,High School,1,1,75,55,67,56,253,B,Eligible,63.25,6243,,,
Std-3562,Male,Group E,Some High School,0,1,62,66,69,63,260,B,Eligible,65,5646,,,
Std-3561,Male,Group D,Some College,0,1,46,51,37,54,188,D,Not Eligible,47,9533,,,
Std-3560,Male,Group B,Associate'S Degree,1,0,38,46,56,45,185,D,Not Eligible,46.25,9599,,,
Std-356,Male,Group B,High School,1,0,19,78,56,75,228,C,Eligible,57,8042,,,
Std-3559,Male,Group D,Some High School,1,0,49,93,100,89,331,A,Eligible,82.75,466,,,
Std-3558,Male,Group D,High School,1,0,72,83,97,84,336,A,Eligible,84,333,,,
Std-3557,Male,Group C,Associate'S Degree,1,0,51,74,72,100,297,B,Eligible,74.25,2266,,,
Std-3556,Male,Group E,High School,0,0,59,33,60,64,216,C,Eligible,54,8679,,,
Std-3555,Male,Group A,Bachelor'S Degree,1,1,88,100,72,42,302,B,Eligible,75.5,1870,,,
Std-3554,Male,Group B,Bachelor'S Degree,0,0,97,78,62,67,304,B,Eligible,76,1729,,,
Std-3553,Male,Group A,Some College,1,1,33,88,63,79,263,B,Eligible,65.75,5373,,,
Std-3552,Male,Group B,High School,1,0,52,62,95,100,309,B,Eligible,77.25,1419,,,
Std-3551,Male,Group D,High School,1,0,56,50,91,55,252,B,Eligible,63,6320,,,
Std-3550,Male,Group B,Some College,0,0,35,100,75,88,298,B,Eligible,74.5,2190,,,
Std-355,Male,Group B,Associate'S Degree,0,1,79,67,76,54,276,B,Eligible,69,4166,,,
Std-3549,Male,Group D,Some High School,0,0,38,49,44,47,178,D,Not Eligible,44.5,9729,,,
Std-3548,Male,Group B,Some High School,1,1,40,42,85,62,229,C,Eligible,57.25,7986,,,
Std-3547,Male,Group C,Master'S Degree,0,0,98,71,99,79,347,A,Eligible,86.75,142,,,
Std-3546,Male,Group B,High School,0,0,53,54,68,93,268,B,Eligible,67,4934,,,
Std-3545,Male,Group E,Some College,1,0,59,63,68,46,236,C,Eligible,59,7557,,,
Std-3544,Male,Group D,Bachelor'S Degree,1,0,42,63,78,41,224,C,Eligible,56,8276,,,
Std-3543,Male,Group E,Some College,0,0,43,89,85,73,290,B,Eligible,72.5,2860,,,
Std-3542,Male,Group B,Associate'S Degree,0,0,61,48,46,68,223,C,Eligible,55.75,8324,,,
Std-3541,Male,Group D,High School,0,0,47,100,68,71,286,B,Eligible,71.5,3238,,,
Std-3540,Male,Group D,Some College,1,1,40,89,94,57,280,B,Eligible,70,3790,,,
Std-354,Male,Group D,High School,1,0,24,81,53,45,203,C,Eligible,50.75,9153,,,
Std-3539,Male,Group A,Some College,0,0,72,67,81,63,283,B,Eligible,70.75,3512,,,
Std-3538,Male,Group E,Associate'S Degree,0,0,29,63,52,28,172,D,Not Eligible,43,9794,,,
Std-3537,Male,Group C,Associate'S Degree,1,1,70,78,73,64,285,B,Eligible,71.25,3320,,,
Std-3536,Male,Group B,Bachelor'S Degree,1,0,35,81,73,68,257,B,Eligible,64.25,5905,,,
Std-3535,Male,Group B,Associate'S Degree,0,0,83,100,37,74,294,B,Eligible,73.5,2500,,,
Std-3534,Male,Group D,High School,1,1,87,100,57,100,344,A,Eligible,86,180,,,
Std-3533,Male,Group E,Some High School,0,1,87,78,70,68,303,B,Eligible,75.75,1795,,,
Std-3532,Male,Group D,Some College,1,0,100,71,80,49,300,B,Eligible,75,2035,,,
Std-3531,Male,Group B,High School,1,1,75,64,56,65,260,B,Eligible,65,5646,,,
Std-3530,Male,Group C,Some High School,1,1,31,73,46,82,232,C,Eligible,58,7813,,,
Std-353,Male,Group D,High School,0,1,51,44,67,82,244,C,Eligible,61,6969,,,
Std-3529,Male,Group E,High School,1,0,41,53,81,80,255,B,Eligible,63.75,6070,,,
Std-3528,Male,Group D,Some College,1,0,38,72,10,88,208,C,Eligible,52,8976,,,
Std-3527,Male,Group D,Some High School,1,0,100,77,72,72,321,A,Eligible,80.25,805,,,
Std-3526,Male,Group D,Some College,1,0,52,85,63,48,248,C,Eligible,62,6641,,,
Std-3525,Male,Group D,High School,1,1,77,45,82,77,281,B,Eligible,70.25,3684,,,
Std-3524,Male,Group C,Associate'S Degree,1,0,22,72,66,26,186,D,Not Eligible,46.5,9583,,,
Std-3523,Male,Group C,High School,0,0,66,99,57,65,287,B,Eligible,71.75,3143,,,
Std-3522,Male,Group A,Some College,1,0,41,76,100,15,232,C,Eligible,58,7813,,,
Std-3521,Male,Group C,Associate'S Degree,1,0,88,58,45,60,251,B,Eligible,62.75,6404,,,
Std-3520,Male,Group A,Some College,0,1,73,90,92,75,330,A,Eligible,82.5,494,,,
Std-352,Male,Group C,Associate'S Degree,0,0,79,91,83,66,319,B,Eligible,79.75,905,,,
Std-3519,Male,Group D,Bachelor'S Degree,0,1,18,98,100,46,262,B,Eligible,65.5,5475,,,
Std-3518,Male,Group C,Associate'S Degree,0,0,40,59,91,79,269,B,Eligible,67.25,4839,,,
Std-3517,Male,Group C,Associate'S Degree,1,0,25,60,59,45,189,D,Not Eligible,47.25,9512,,,
Std-3516,Male,Group D,Some High School,0,0,37,70,50,75,232,C,Eligible,58,7813,,,
Std-3515,Male,Group B,Associate'S Degree,1,0,28,96,32,69,225,C,Eligible,56.25,8211,,,
Std-3514,Male,Group E,Master'S Degree,0,0,40,76,79,38,233,C,Eligible,58.25,7738,,,
Std-3513,Male,Group D,High School,0,0,25,65,55,79,224,C,Eligible,56,8276,,,
Std-3512,Male,Group D,Master'S Degree,0,1,48,82,91,46,267,B,Eligible,66.75,5021,,,
Std-3511,Male,Group C,High School,0,0,23,70,49,40,182,D,Not Eligible,45.5,9654,,,
Std-3510,Male,Group D,Bachelor'S Degree,0,1,80,84,81,77,322,A,Eligible,80.5,754,,,
Std-351,Male,Group C,High School,0,0,54,79,36,94,263,B,Eligible,65.75,5373,,,
Std-3509,Male,Group C,High School,0,1,47,93,70,74,284,B,Eligible,71,3422,,,
Std-3508,Male,Group C,Some College,1,1,38,79,82,41,240,C,Eligible,60,7273,,,
Std-3507,Male,Group C,Some High School,1,0,96,66,49,90,301,B,Eligible,75.25,1956,,,
Std-3506,Male,Group D,Associate'S Degree,1,1,16,44,68,94,222,C,Eligible,55.5,8375,,,
Std-3505,Male,Group C,Some High School,0,0,22,66,64,27,179,D,Not Eligible,44.75,9710,,,
Std-3504,Male,Group D,Some College,1,0,54,78,53,100,285,B,Eligible,71.25,3320,,,
Std-3503,Male,Group A,High School,1,0,69,82,52,51,254,B,Eligible,63.5,6155,,,
Std-3502,Male,Group E,Some High School,1,1,24,86,78,99,287,B,Eligible,71.75,3143,,,
Std-3501,Male,Group E,Associate'S Degree,1,1,99,63,64,100,326,A,Eligible,81.5,619,,,
Std-3500,Male,Group B,High School,1,0,60,58,78,48,244,C,Eligible,61,6969,,,
Std-350,Male,Group B,High School,0,1,68,100,77,89,334,A,Eligible,83.5,390,,,
Std-35,Male,Group C,Associate'S Degree,1,0,32,71,74,70,247,C,Eligible,61.75,6731,,,
Std-3499,Male,Group E,Some High School,1,0,59,48,54,65,226,C,Eligible,56.5,8156,,,
Std-3498,Male,Group D,Associate'S Degree,1,1,28,100,34,83,245,C,Eligible,61.25,6889,,,
Std-3497,Male,Group E,Bachelor'S Degree,1,0,49,53,50,9,161,D,Not Eligible,40.25,9892,,,
Std-3496,Male,Group A,Master'S Degree,0,1,96,92,56,40,284,B,Eligible,71,3422,,,
Std-3495,Male,Group D,Some High School,0,1,62,17,82,73,234,C,Eligible,58.5,7684,,,
Std-3494,Male,Group D,Bachelor'S Degree,1,0,76,100,79,80,335,A,Eligible,83.75,367,,,
Std-3493,Male,Group B,Associate'S Degree,0,0,28,68,56,65,217,C,Eligible,54.25,8620,,,
Std-3492,Male,Group E,High School,0,0,30,100,75,56,261,B,Eligible,65.25,5557,,,
Std-3491,Male,Group D,High School,1,1,33,61,52,78,224,C,Eligible,56,8276,,,
Std-3490,Male,Group D,Bachelor'S Degree,0,0,71,89,100,82,342,A,Eligible,85.5,217,,,
Std-349,Male,Group C,Associate'S Degree,1,0,17,82,65,89,253,B,Eligible,63.25,6243,,,
Std-3489,Male,Group D,Associate'S Degree,0,1,47,63,60,83,253,B,Eligible,63.25,6243,,,
Std-3488,Male,Group D,High School,0,0,78,57,81,86,302,B,Eligible,75.5,1870,,,
Std-3487,Male,Group D,Bachelor'S Degree,1,1,43,100,68,61,272,B,Eligible,68,4563,,,
Std-3486,Male,Group E,Some High School,1,0,84,40,69,52,245,C,Eligible,61.25,6889,,,
Std-3485,Male,Group C,High School,0,0,28,100,48,97,273,B,Eligible,68.25,4466,,,
Std-3484,Male,Group D,Some College,0,1,16,68,66,70,220,C,Eligible,55,8487,,,
Std-3483,Male,Group B,Some College,1,0,62,51,78,74,265,B,Eligible,66.25,5197,,,
Std-3482,Male,Group C,Associate'S Degree,1,1,41,89,73,53,256,B,Eligible,64,5987,,,
Std-3481,Male,Group E,Some College,1,0,73,78,90,51,292,B,Eligible,73,2692,,,
Std-3480,Male,Group B,Associate'S Degree,0,1,60,60,62,43,225,C,Eligible,56.25,8211,,,
Std-348,Male,Group C,Associate'S Degree,1,0,19,17,83,63,182,D,Not Eligible,45.5,9654,,,
Std-3479,Male,Group D,Some High School,1,1,65,74,43,88,270,B,Eligible,67.5,4738,,,
Std-3478,Male,Group C,Some High School,1,0,23,100,39,85,247,C,Eligible,61.75,6731,,,
Std-3477,Male,Group D,Associate'S Degree,1,0,26,75,44,60,205,C,Eligible,51.25,9077,,,
Std-3476,Male,Group D,Associate'S Degree,1,1,23,76,65,82,246,C,Eligible,61.5,6814,,,
Std-3475,Male,Group E,Some High School,1,1,41,62,49,56,208,C,Eligible,52,8976,,,
Std-3474,Male,Group C,Some College,1,0,33,53,76,65,227,C,Eligible,56.75,8092,,,
Std-3473,Male,Group C,Some High School,0,0,19,70,54,24,167,D,Not Eligible,41.75,9851,,,
Std-3472,Male,Group A,Some High School,0,1,59,91,75,63,288,B,Eligible,72,3038,,,
Std-3471,Male,Group D,Bachelor'S Degree,0,0,55,70,66,72,263,B,Eligible,65.75,5373,,,
Std-3470,Male,Group E,Master'S Degree,1,0,100,51,77,93,321,A,Eligible,80.25,805,,,
Std-347,Male,Group A,High School,1,0,64,71,69,64,268,B,Eligible,67,4934,,,
Std-3469,Male,Group D,High School,1,1,38,100,81,42,261,B,Eligible,65.25,5557,,,
Std-3468,Male,Group B,Master'S Degree,0,1,56,100,32,9,197,D,Not Eligible,49.25,9317,,,
Std-3467,Male,Group C,High School,1,0,65,92,68,92,317,B,Eligible,79.25,995,,,
Std-3466,Male,Group D,High School,1,0,62,84,71,53,270,B,Eligible,67.5,4738,,,
Std-3465,Male,Group C,Some College,0,1,61,82,58,91,292,B,Eligible,73,2692,,,
Std-3464,Male,Group D,Associate'S Degree,0,0,62,59,83,52,256,B,Eligible,64,5987,,,
Std-3463,Male,Group E,Some High School,1,0,62,83,55,80,280,B,Eligible,70,3790,,,
Std-3462,Male,Group B,Bachelor'S Degree,0,1,45,86,70,60,261,B,Eligible,65.25,5557,,,
Std-3461,Male,Group D,Associate'S Degree,1,1,63,40,75,28,206,C,Eligible,51.5,9042,,,
Std-3460,Male,Group D,High School,1,1,65,85,52,87,289,B,Eligible,72.25,2964,,,
Std-346,Male,Group D,Associate'S Degree,1,0,43,51,83,64,241,C,Eligible,60.25,7197,,,
Std-3459,Male,Group C,High School,1,0,24,62,69,36,191,D,Not Eligible,47.75,9465,,,
Std-3458,Male,Group B,Associate'S Degree,1,1,58,100,87,87,332,A,Eligible,83,440,,,
Std-3457,Male,Group A,Some High School,0,0,21,74,74,67,236,C,Eligible,59,7557,,,
Std-3456,Male,Group B,Associate'S Degree,1,1,56,96,43,58,253,B,Eligible,63.25,6243,,,
Std-3455,Male,Group D,Some College,1,0,50,82,29,62,223,C,Eligible,55.75,8324,,,
Std-3454,Male,Group D,Some High School,0,1,26,87,69,91,273,B,Eligible,68.25,4466,,,
Std-3453,Male,Group D,High School,0,1,100,57,46,59,262,B,Eligible,65.5,5475,,,
Std-3452,Male,Group D,Some College,1,1,68,97,57,68,290,B,Eligible,72.5,2860,,,
Std-3451,Male,Group C,Associate'S Degree,0,0,77,75,73,43,268,B,Eligible,67,4934,,,
Std-3450,Male,Group D,Master'S Degree,0,1,56,50,88,59,253,B,Eligible,63.25,6243,,,
Std-345,Male,Group B,Bachelor'S Degree,0,1,75,86,63,56,280,B,Eligible,70,3790,,,
Std-3449,Male,Group E,Master'S Degree,1,1,51,74,49,44,218,C,Eligible,54.5,8584,,,
Std-3448,Male,Group C,Associate'S Degree,0,0,28,37,54,100,219,C,Eligible,54.75,8530,,,
Std-3447,Male,Group C,Some High School,1,0,90,90,61,78,319,B,Eligible,79.75,905,,,
Std-3446,Male,Group C,Associate'S Degree,1,1,57,68,63,58,246,C,Eligible,61.5,6814,,,
Std-3445,Male,Group C,Master'S Degree,1,0,41,73,54,87,255,B,Eligible,63.75,6070,,,
Std-3444,Male,Group C,Some College,1,1,67,57,72,37,233,C,Eligible,58.25,7738,,,
Std-3443,Male,Group D,Associate'S Degree,0,0,19,85,94,65,263,B,Eligible,65.75,5373,,,
Std-3442,Male,Group C,High School,1,1,26,68,29,97,220,C,Eligible,55,8487,,,
Std-3441,Male,Group D,High School,0,0,65,100,56,94,315,B,Eligible,78.75,1079,,,
Std-3440,Male,Group C,Some High School,1,1,40,64,77,96,277,B,Eligible,69.25,4080,,,
Std-344,Male,Group B,Some College,1,0,50,78,54,69,251,B,Eligible,62.75,6404,,,
Std-3439,Male,Group C,Some High School,1,1,28,73,50,46,197,D,Not Eligible,49.25,9317,,,
Std-3438,Male,Group D,Some College,1,1,86,46,36,31,199,D,Not Eligible,49.75,9268,,,
Std-3437,Male,Group C,Associate'S Degree,1,0,37,72,61,77,247,C,Eligible,61.75,6731,,,
Std-3436,Male,Group D,Associate'S Degree,1,0,78,60,80,51,269,B,Eligible,67.25,4839,,,
Std-3435,Male,Group C,Associate'S Degree,1,0,64,100,71,87,322,A,Eligible,80.5,754,,,
Std-3434,Male,Group D,High School,0,0,36,53,49,67,205,C,Eligible,51.25,9077,,,
Std-3433,Male,Group D,Some College,1,1,64,59,79,40,242,C,Eligible,60.5,7111,,,
Std-3432,Male,Group C,Some High School,1,0,67,99,72,18,256,B,Eligible,64,5987,,,
Std-3431,Male,Group C,High School,1,0,67,59,74,43,243,C,Eligible,60.75,7042,,,
Std-3430,Male,Group D,Some College,1,0,20,89,94,84,287,B,Eligible,71.75,3143,,,
Std-343,Male,Group E,Some High School,1,0,92,70,45,69,276,B,Eligible,69,4166,,,
Std-3429,Male,Group B,Bachelor'S Degree,1,0,47,100,97,82,326,A,Eligible,81.5,619,,,
Std-3428,Male,Group D,High School,0,1,50,59,72,75,256,B,Eligible,64,5987,,,
Std-3427,Male,Group D,High School,1,1,45,86,76,46,253,B,Eligible,63.25,6243,,,
Std-3426,Male,Group E,Some High School,0,0,28,90,72,30,220,C,Eligible,55,8487,,,
Std-3425,Male,Group C,High School,0,1,65,49,82,85,281,B,Eligible,70.25,3684,,,
Std-3424,Male,Group D,Some High School,1,0,55,76,48,45,224,C,Eligible,56,8276,,,
Std-3423,Male,Group D,Some College,1,0,61,100,100,100,361,A,Eligible,90.25,38,,,
Std-3422,Male,Group C,Some College,0,1,11,100,70,72,253,B,Eligible,63.25,6243,,,
Std-3421,Male,Group C,High School,0,1,62,17,56,68,203,C,Eligible,50.75,9153,,,
Std-3420,Male,Group B,Some High School,0,1,27,84,48,78,237,C,Eligible,59.25,7503,,,
Std-342,Male,Group D,High School,1,1,61,89,86,71,307,B,Eligible,76.75,1541,,,
Std-3419,Male,Group B,Associate'S Degree,0,0,33,61,86,92,272,B,Eligible,68,4563,,,
Std-3418,Male,Group A,High School,1,1,47,97,65,76,285,B,Eligible,71.25,3320,,,
Std-3417,Male,Group B,High School,0,1,36,57,47,73,213,C,Eligible,53.25,8813,,,
Std-3416,Male,Group E,Some High School,0,0,100,88,68,69,325,A,Eligible,81.25,658,,,
Std-3415,Male,Group C,Master'S Degree,1,1,64,80,10,99,253,B,Eligible,63.25,6243,,,
Std-3414,Male,Group E,Some College,1,1,69,100,51,90,310,B,Eligible,77.5,1359,,,
Std-3413,Male,Group D,Bachelor'S Degree,1,0,16,64,99,72,251,B,Eligible,62.75,6404,,,
Std-3412,Male,Group E,Bachelor'S Degree,1,0,26,87,59,62,234,C,Eligible,58.5,7684,,,
Std-3411,Male,Group D,Some College,0,0,14,43,39,94,190,D,Not Eligible,47.5,9485,,,
Std-3410,Male,Group E,Bachelor'S Degree,1,1,37,65,59,38,199,D,Not Eligible,49.75,9268,,,
Std-341,Male,Group C,High School,0,0,61,89,79,80,309,B,Eligible,77.25,1419,,,
Std-3409,Male,Group D,High School,1,1,40,24,40,68,172,D,Not Eligible,43,9794,,,
Std-3408,Male,Group C,Some High School,1,0,55,68,63,37,223,C,Eligible,55.75,8324,,,
Std-3407,Male,Group C,Associate'S Degree,1,0,37,61,42,51,191,D,Not Eligible,47.75,9465,,,
Std-3406,Male,Group D,Master'S Degree,0,0,25,70,62,87,244,C,Eligible,61,6969,,,
Std-3405,Male,Group D,Some High School,0,1,53,62,58,81,254,B,Eligible,63.5,6155,,,
Std-3404,Male,Group C,Master'S Degree,1,0,49,81,36,53,219,C,Eligible,54.75,8530,,,
Std-3403,Male,Group E,Bachelor'S Degree,0,1,60,78,41,53,232,C,Eligible,58,7813,,,
Std-3402,Male,Group D,Bachelor'S Degree,1,0,64,56,47,43,210,C,Eligible,52.5,8924,,,
Std-3401,Male,Group D,Some College,1,1,47,100,55,99,301,B,Eligible,75.25,1956,,,
Std-3400,Male,Group C,Bachelor'S Degree,0,0,50,64,47,64,225,C,Eligible,56.25,8211,,,
Std-340,Male,Group C,High School,1,0,30,100,87,54,271,B,Eligible,67.75,4646,,,
Std-34,Male,Group A,Some College,1,1,41,77,97,65,280,B,Eligible,70,3790,,,
Std-3399,Male,Group D,Bachelor'S Degree,0,0,38,62,49,52,201,C,Eligible,50.25,9223,,,
Std-3398,Male,Group E,Master'S Degree,0,0,95,56,57,39,247,C,Eligible,61.75,6731,,,
Std-3397,Male,Group A,Some High School,0,1,56,98,96,35,285,B,Eligible,71.25,3320,,,
Std-3396,Male,Group C,High School,0,0,29,57,56,60,202,C,Eligible,50.5,9190,,,
Std-3395,Male,Group E,Bachelor'S Degree,1,1,44,63,71,73,251,B,Eligible,62.75,6404,,,
Std-3394,Male,Group C,Some High School,1,0,36,82,66,85,269,B,Eligible,67.25,4839,,,
Std-3393,Male,Group D,Associate'S Degree,0,0,50,70,53,66,239,C,Eligible,59.75,7336,,,
Std-3392,Male,Group C,Associate'S Degree,1,0,52,63,41,59,215,C,Eligible,53.75,8725,,,
Std-3391,Male,Group E,Some College,1,0,44,83,62,10,199,D,Not Eligible,49.75,9268,,,
Std-3390,Male,Group E,Bachelor'S Degree,0,0,43,57,42,66,208,C,Eligible,52,8976,,,
Std-339,Male,Group A,Some High School,0,0,31,78,34,47,190,D,Not Eligible,47.5,9485,,,
Std-3389,Male,Group D,Some College,1,1,76,50,68,48,242,C,Eligible,60.5,7111,,,
Std-3388,Male,Group C,Bachelor'S Degree,1,0,25,17,55,48,145,E,Not Eligible,36.25,9953,,,
Std-3387,Male,Group D,Some College,0,0,47,56,77,17,197,D,Not Eligible,49.25,9317,,,
Std-3386,Male,Group C,Bachelor'S Degree,1,0,24,91,47,42,204,C,Eligible,51,9108,,,
Std-3385,Male,Group D,Bachelor'S Degree,1,0,52,100,100,70,322,A,Eligible,80.5,754,,,
Std-3384,Male,Group B,Some College,0,1,68,57,68,73,266,B,Eligible,66.5,5101,,,
Std-3383,Male,Group E,Associate'S Degree,0,0,71,75,76,51,273,B,Eligible,68.25,4466,,,
Std-3382,Male,Group E,High School,1,0,53,70,43,89,255,B,Eligible,63.75,6070,,,
Std-3381,Male,Group C,Some College,1,0,56,58,97,59,270,B,Eligible,67.5,4738,,,
Std-3380,Male,Group B,Some High School,1,1,68,79,81,73,301,B,Eligible,75.25,1956,,,
Std-338,Male,Group D,High School,1,1,43,35,80,82,240,C,Eligible,60,7273,,,
Std-3379,Male,Group C,High School,1,1,23,99,100,100,322,A,Eligible,80.5,754,,,
Std-3378,Male,Group A,Some College,1,0,32,69,70,75,246,C,Eligible,61.5,6814,,,
Std-3377,Male,Group C,Some College,1,0,39,72,74,57,242,C,Eligible,60.5,7111,,,
Std-3376,Male,Group D,High School,1,0,40,85,34,73,232,C,Eligible,58,7813,,,
Std-3375,Male,Group E,Associate'S Degree,0,0,42,59,67,42,210,C,Eligible,52.5,8924,,,
Std-3374,Male,Group B,Some High School,0,0,77,59,61,100,297,B,Eligible,74.25,2266,,,
Std-3373,Male,Group D,High School,0,0,60,68,38,9,175,D,Not Eligible,43.75,9766,,,
Std-3372,Male,Group C,Some College,0,0,40,58,69,73,240,C,Eligible,60,7273,,,
Std-3371,Male,Group D,Some College,1,0,55,54,60,83,252,B,Eligible,63,6320,,,
Std-3370,Male,Group B,Associate'S Degree,1,1,21,94,76,75,266,B,Eligible,66.5,5101,,,
Std-337,Male,Group A,High School,1,0,77,96,58,90,321,A,Eligible,80.25,805,,,
Std-3369,Male,Group C,Some High School,0,1,85,85,86,52,308,B,Eligible,77,1474,,,
Std-3368,Male,Group A,Associate'S Degree,0,1,63,81,73,54,271,B,Eligible,67.75,4646,,,
Std-3367,Male,Group E,Some College,1,1,43,90,57,52,242,C,Eligible,60.5,7111,,,
Std-3366,Male,Group D,Bachelor'S Degree,1,0,79,92,34,42,247,C,Eligible,61.75,6731,,,
Std-3365,Male,Group C,High School,1,0,20,69,52,9,150,D,Not Eligible,37.5,9936,,,
Std-3364,Male,Group D,Associate'S Degree,1,0,25,75,75,66,241,C,Eligible,60.25,7197,,,
Std-3363,Male,Group A,Master'S Degree,1,1,62,53,71,66,252,B,Eligible,63,6320,,,
Std-3362,Male,Group B,Some College,1,1,43,100,97,34,274,B,Eligible,68.5,4358,,,
Std-3361,Male,Group C,Associate'S Degree,1,0,97,76,40,53,266,B,Eligible,66.5,5101,,,
Std-3360,Male,Group E,Some College,0,0,75,67,100,100,342,A,Eligible,85.5,217,,,
Std-336,Male,Group C,Some High School,0,1,45,74,59,100,278,B,Eligible,69.5,3990,,,
Std-3359,Male,Group D,Some High School,0,1,100,60,71,70,301,B,Eligible,75.25,1956,,,
Std-3358,Male,Group C,Bachelor'S Degree,1,0,40,67,100,75,282,B,Eligible,70.5,3602,,,
Std-3357,Male,Group C,Bachelor'S Degree,1,0,86,74,76,100,336,A,Eligible,84,333,,,
Std-3356,Male,Group A,Some College,1,0,43,99,68,15,225,C,Eligible,56.25,8211,,,
